invoice_id,erp_system,invoice_type,contract_ref,tower_ref,vendor_or_tenant,invoice_date,billing_period,invoiced_amount_usd,expected_amount_usd,payment_status,gl_account,cost_center,po_number,lease_status_at_billing,discrepancy_planted,notes
INV-335499,Workday Financials,AR,TL-104FCC14,CC-TWR-988319,C Spire,2025-03-01,2025-03,1960.51,1960.51,Cleared,4210-050,CC-WEST,PO-721323,Active,,
AP-INV-598583,SAP ECC 6.0,AP,GL-9A5FEBDE,CC-TWR-286638,Commercial Property Owner,2025-02-01,2025-02,3673.48,3673.48,Paid,6110-002,CC-NORTHEAST,PO-809638,Under Renegotiation,,
PO-INV-908474,Oracle EBS R12,AR,TL-8D8E1E71,CC-TWR-143195,AT&T,2024-08-01,2024-08,3559.25,4404.76,Received,4210-100,CC-SOUTHEAST,PO-697005,Active,missed_escalation,
PO-INV-250709,Oracle Cloud ERP,AR,TL-9A4A2A49,CC-TWR-924040,AT&T,2024-07-01,2024-07,3877.02,3877.02,Cleared,4210-100,CC-MIDWEST,REQ-402034,Active,,
BILL-515252,SAP ECC 6.0,AP,GL-F49EB3DD,CC-TWR-825391,Commercial Property Owner,2024-12-01,2024-12,3691.24,3691.24,Cleared,6110-100,CC-SOUTHEAST,REQ-605738,Active,,
AP-INV-755256,SAP ECC 6.0,AR,TL-D95F1F89,CC-TWR-680189,Verizon,2024-12-01,2024-12,3664.51,3664.51,Cleared,4210-001,CC-SOUTHWEST,PR-914968,Active,,
BILL-847398,Oracle EBS R12,AR,TL-47DBA27B,CC-TWR-694916,T Mobile,2025-03-01,2025-03,4110.23,4110.23,Received,4210-050,CC-NORTHEAST,REQ-769401,Active,carrier_name,
PO-INV-908905,Oracle Cloud ERP,AR,TL-6E609C44,CC-TWR-118632,Verizon,2024-10-01,2024-10,3059.46,3059.46,Received,4210-050,CC-SOUTHWEST,PR-696053,Active,,
BILL-795542,SAP S/4HANA,AR,TL-8426E65D,CC-TWR-373791,T-Mobile,2024-09-01,2024-09,2904.47,2904.47,Received,4210-001,CC-MIDWEST,PO-711879,Active,,
INV-725406,Oracle Cloud ERP,AP,GL-BE623946,CC-TWR-322096,Tribal Authority,2024-11-01,2024-11,1986.25,1986.25,Pending,6110-001,CC-SOUTHWEST,REQ-756655,Active,,
INV-432983,Oracle Cloud ERP,AP,GL-72F34767,CC-TWR-988319,Federal Agency,2025-02-01,2025-02,1325.29,2131.65,Pending,6110-001,CC-WEST,PR-696784,Pending Renewal,missed_escalation,
PO-INV-523884,Oracle EBS R12,AP,GL-48CFAAF2,CC-TWR-555589,Private Individual,2025-03-01,2025-03,1618.96,1618.96,Paid,6110-002,CC-SOUTHEAST,PR-989831,Pending Renewal,,
PO-INV-958720,SAP S/4HANA,AR,TL-5B39039B,CC-TWR-397005,T-Mobile,2024-06-01,2024-06,3520.61,3520.61,Received,4210-001,CC-MIDWEST,PO-677592,Active,,
AP-INV-766083,Oracle EBS R12,AR,TL-AC9CFB34,CC-TWR-825686,AT&T,2024-08-01,2024-08,3774.7,3774.7,Applied,4210-100,CC-NORTHEAST,PR-426454,Active,,
BILL-217485,SAP ECC 6.0,AP,GL-DDCD2EDD,CC-TWR-776001,Municipality,2024-07-01,2024-07,3566.46,3566.46,Cleared,6110-001,CC-WEST,REQ-642606,Pending Termination,billing_terminated,
BILL-613357,SAP ECC 6.0,AP,GL-BF8A690E,CC-TWR-245308,Federal Agency,2024-06-01,2024-06,872.41,872.41,Paid,6110-002,CC-SOUTHWEST,PR-586322,Pending Termination,,
INV-377995,SAP ECC 6.0,AR,TL-CADAC36B,CC-TWR-421549,Verizon,2024-06-01,2024-06,5694.15,5694.15,Received,4210-050,CC-SOUTHWEST,PR-959823,Amendment Pending,,
BILL-178559,Oracle Cloud ERP,AP,GL-1BC8ACF9,CC-TWR-830302,Tribal Authority,2025-02-01,2025-02,5660.05,5495.19,Paid,6110-001,CC-WEST,REQ-576528,Active,over_escalation,
BILL-116358,Workday Financials,AR,TL-77F51644,CC-TWR-283188,Verizon,2024-12-01,2024-12,4188.74,4188.74,Pending,4210-001,CC-NORTHEAST,PO-700774,Active,,
AP-INV-913999,Workday Financials,AR,TL-4736112E,CC-TWR-534152,AT&T,2024-05-01,2024-05,2607.25,2607.25,Pending,4210-050,CC-SOUTHWEST,REQ-815016,Active,,
AP-INV-751565,Oracle Cloud ERP,AP,GL-1BC8ACF9,CC-TWR-830302,Tribal Authority,2024-09-01,2024-09,5660.05,5495.19,Paid,6110-001,CC-WEST,PR-674352,Active,over_escalation,
AP-INV-223506,Workday Financials,AR,TL-EC1033BD,CC-TWR-497562,US Cellular,2024-12-01,2024-12,2861.98,2861.98,Received,4210-050,CC-MIDWEST,PO-750344,Active,missed_escalation,
SI-843662,Oracle EBS R12,AP,GL-F4247D83,CC-TWR-786508,County Government,2024-07-01,2024-07,1965.15,1965.15,Cleared,6110-001,CC-NORTHEAST,REQ-904175,Active,,
INV-231357,Oracle EBS R12,AR,TL-2263AF01,CC-TWR-130353,Verizon,2025-01-01,2025-01,6565.34,6565.34,Pending,4210-050,CC-SOUTHEAST,PO-447837,Active,,
INV-645724,Oracle Cloud ERP,AR,TL-9A4A2A49,CC-TWR-924040,AT&T,2025-02-01,2025-02,3877.02,3877.02,Cleared,4210-100,CC-MIDWEST,PR-984697,Active,,
BILL-680351,SAP ECC 6.0,AR,TL-980155FE,CC-TWR-964226,T-Mobile,2024-07-01,2024-07,2368.88,2368.88,Cleared,4210-100,CC-SOUTHEAST,PO-599729,Active,,
PO-INV-551713,SAP ECC 6.0,AR,TL-7010DE06,CC-TWR-583100,AT&T,2025-02-01,2025-02,3823.54,3730.44,Received,4210-001,CC-SOUTHEAST,PR-407179,Active,amount_mismatch,
PO-INV-836564,SAP S/4HANA,AP,GL-9D033884,CC-TWR-412856,State DOT,2025-02-01,2025-02,1189.53,1189.53,Paid,6110-002,CC-NORTHEAST,PR-960515,Active,,
PO-INV-357228,Oracle EBS R12,AR,TL-8D8E1E71,CC-TWR-143195,AT&T,2024-04-01,2024-04,3559.25,4404.76,Pending,4210-100,CC-SOUTHEAST,REQ-679060,Active,missed_escalation,
BILL-411115,Oracle Cloud ERP,AR,TL-2105D2B7,CC-TWR-620226,Verizon,2024-07-01,2024-07,2884.18,2884.18,Received,4210-001,CC-MIDWEST,PO-841458,Active,,
BILL-373713,SAP S/4HANA,AP,GL-FEB0794B,CC-TWR-727094,Federal Agency,2024-09-01,2024-09,3743.14,3743.14,Cleared,6110-100,CC-SOUTHWEST,REQ-722145,Active,,
SI-595611,SAP S/4HANA,AR,TL-48C0F7D2,CC-TWR-495533,C Spire,2024-07-01,2024-07,1489.57,1489.57,Received,6110-001,CC-WEST,REQ-526328,Active,wrong_gl,
SI-410475,Oracle EBS R12,AR,TL-BF4765EF,CC-TWR-117711,AT&T,2024-04-01,2024-04,5826.63,5826.63,Received,4210-001,CC-SOUTHEAST,PO-686374,Active,,
AP-INV-389990,SAP S/4HANA,AP,GL-A2333F42,CC-TWR-552275,State DOT,2024-12-01,2024-12,1716.43,1716.43,Paid,6110-100,CC-NORTHEAST,PO-680308,Active,,
PO-INV-475836,SAP ECC 6.0,AP,GL-A3F4AEF6,CC-TWR-185544,Church/Religious Org,2025-02-01,2025-02,3442.71,3442.71,Cleared,6110-002,CC-NORTHEAST,PO-922568,Active,,
SI-256955,SAP S/4HANA,AR,TL-B2F90E3A,CC-TWR-930117,T-Mobile,2025-01-01,2025-01,3542.65,3542.65,Pending,4210-100,CC-SOUTHEAST,PR-566465,Active,,
BILL-493650,SAP ECC 6.0,AR,TL-301E787C,CC-TWR-139807,AT&T,2025-02-01,2025-02,3131.27,3131.27,Received,4210-050,CC-MIDWEST,REQ-424596,Active,,
BILL-460857,SAP S/4HANA,AP,GL-9ECD88AF,CC-TWR-752966,County Government,2024-06-01,2024-06,1763.42,2108.38,Disputed,6110-001,CC-MIDWEST,PO-745169,Terminated,missed_escalation,
SI-968032,SAP S/4HANA,AR,TL-BA1E2958,CC-TWR-913423,T-Mobile,2025-02-01,2025-02,2143.5,2904.34,Received,4210-100,CC-SOUTHEAST,PR-663759,Amendment Pending,missed_escalation,
AP-INV-762395,SAP S/4HANA,AR,TL-D2C988E1,CC-TWR-453487,DISH Wireless,2024-06-01,2024-06,1703.63,1703.63,Past Due,4210-001,CC-MIDWEST,PR-549480,Suspended,billing_suspended,
AP-INV-820707,Workday Financials,AR,TL-D38D1FC5,CC-TWR-863611,T-Mobile,2024-09-01,2024-09,4765.77,4765.77,Applied,4210-050,CC-SOUTHEAST,PR-909222,Active,,
INV-542575,Oracle EBS R12,AR,TL-79807B9E,CC-TWR-121322,AT&T,2024-06-01,2024-06,5362.91,5362.91,Received,4210-100,CC-MIDWEST,PR-863065,Pending Renewal,,
SI-789144,SAP ECC 6.0,AP,GL-A3F4AEF6,CC-TWR-185544,Church/Religious Org,2024-09-01,2024-09,3442.71,3442.71,Cleared,6110-002,CC-NORTHEAST,PR-734074,Active,,
PO-INV-779356,Oracle EBS R12,AR,TL-E38D7D82,CC-TWR-237962,Verizon,2024-11-01,2024-11,4968.2,4968.2,Cleared,4210-001,CC-NORTHEAST,PO-870544,Active,,
SI-266650,Workday Financials,AR,TL-6FF31D03,CC-TWR-488028,AT&T,2024-10-01,2024-10,4421.76,4421.76,Pending,4210-100,CC-MIDWEST,PO-513286,Active,,
AP-INV-881905,Oracle Cloud ERP,AR,TL-2471E01D,CC-TWR-404561,T-Mobile,2024-10-01,2024-10,2625.11,2625.11,Applied,4210-100,CC-WEST,PR-487188,Active,,
BILL-251632,SAP ECC 6.0,AR,TL-2B56F2DB,CC-TWR-784733,Verizon,2024-06-01,2024-06,5722.79,5722.79,Cleared,4210-001,CC-WEST,REQ-624904,Active,,
SI-788541,SAP S/4HANA,AR,TL-890D877C,CC-TWR-810859,T-Mobile,2025-01-01,2025-01,4272.21,4272.21,Applied,4210-050,CC-WEST,PO-459416,Active,,
SI-210337,SAP S/4HANA,AR,TL-51B254FF,CC-TWR-561477,AT&T,2024-10-01,2024-10,4285.59,4144.67,Applied,4210-050,CC-NORTHEAST,PR-939801,Pending Renewal,over_escalation,
SI-606122,Workday Financials,AP,GL-6F51FC21,CC-TWR-226882,Tribal Authority,2025-03-01,2025-03,952.43,952.43,Paid,6110-002,CC-MIDWEST,PO-514565,Pending Renewal,,
BILL-876159,SAP S/4HANA,AR,TL-E08AD00F,CC-TWR-996840,AT&T,2024-05-01,2024-05,5942.36,5942.36,Cleared,4210-001,CC-SOUTHEAST,REQ-584209,Active,,
BILL-310085,SAP ECC 6.0,AR,TL-02F144D4,CC-TWR-685549,DISH Wireless,2024-09-01,2024-09,2531.35,2531.35,In Collections,4210-050,CC-MIDWEST,PO-745924,Suspended,billing_suspended,
SI-804063,Oracle Cloud ERP,AR,TL-5F7A645F,CC-TWR-550081,C Spire,2024-11-01,2024-11,3904.59,3904.59,Applied,4210-050,CC-MIDWEST,PR-594361,Active,,
BILL-970756,SAP S/4HANA,AR,TL-9BE3D84D,CC-TWR-336650,T-Mobile,2024-12-01,2024-12,4926.24,4926.24,Received,4210-050,CC-SOUTHEAST,REQ-787875,Active,,
BILL-412804,Workday Financials,AP,GL-DDB89941,CC-TWR-584714,State DOT,2024-12-01,2024-12,1748.22,1748.22,Paid,6110-002,CC-MIDWEST,PR-867791,Active,duplicate,
INV-594362,Workday Financials,AP,GL-E6CAE378,CC-TWR-849979,Tribal Authority,2025-01-01,2025-01,3163.88,3163.88,Paid,6110-100,CC-MIDWEST,REQ-749097,Active,,
PO-INV-104923,SAP S/4HANA,AR,TL-477C619A,CC-TWR-491439,C Spire,2024-09-01,2024-09,1321.52,1321.52,Received,4210-050,CC-SOUTHWEST,REQ-585993,Active,,
AP-INV-502940,SAP S/4HANA,AP,GL-5F80C4D9,CC-TWR-311741,Municipality,2025-02-01,2025-02,2000.2,2000.2,Paid,6110-001,CC-SOUTHWEST,PR-667763,Active,,
PO-INV-957101,Oracle EBS R12,AP,GL-2BCBE228,CC-TWR-846247,Municipality,2024-12-01,2024-12,1133.49,1133.49,Paid,6110-002,CC-SOUTHEAST,PO-661853,Active,,
AP-INV-507841,SAP ECC 6.0,AR,TL-08CAD015,CC-TWR-990649,ATT,2024-10-01,2024-10,2470.74,2470.74,Cleared,4210-100,CC-SOUTHEAST,REQ-778233,Active,carrier_name,
INV-602953,Workday Financials,AP,GL-ECE9D458,CC-TWR-161437,Municipality,2024-12-01,2024-12,3436.21,3436.21,Paid,6110-002,CC-SOUTHEAST,PO-472025,Under Renegotiation,,
INV-701081,SAP ECC 6.0,AR,TL-D9888EE3,CC-TWR-675512,AT&T,2024-05-01,2024-05,3661.76,3661.76,Received,4210-001,CC-MIDWEST,PR-792325,Active,,
PO-INV-156844,SAP S/4HANA,AR,TL-F8CFB973,CC-TWR-550418,AT&T,2024-11-01,2024-11,4092.52,4092.52,Pending,4210-001,CC-SOUTHEAST,REQ-640851,Pending Renewal,,
BILL-227888,Oracle EBS R12,AR,TL-90EE551F,CC-TWR-825423,T-Mobile,2025-01-01,2025-01,2349.6,2349.6,Pending,4210-050,CC-WEST,PR-908554,Active,,
INV-229261,SAP ECC 6.0,AR,TL-71AA8CE8,CC-TWR-416822,Verizon,2024-07-01,2024-07,4953.93,5440.11,Received,4210-050,CC-SOUTHWEST,PO-664447,Pending Renewal,amount_mismatch,
SI-844287,SAP ECC 6.0,AR,TL-E8C6DE7F,CC-TWR-488571,AT&T,2024-05-01,2024-05,3781.34,3781.34,Received,4210-050,CC-SOUTHEAST,PO-411666,Active,,
PO-INV-989051,Oracle EBS R12,AP,GL-87C249AA,CC-TWR-185916,Municipality,2024-05-01,2024-05,9671.85,9671.85,Paid,6110-001,CC-NORTHEAST,PR-808165,Under Renegotiation,,
SI-717832,Oracle EBS R12,AR,TL-4D96AFA7,CC-TWR-846247,T-Mobile,2024-07-01,2024-07,3818.62,3818.62,Applied,4210-050,CC-SOUTHEAST,REQ-687501,Active,,
BILL-537824,SAP ECC 6.0,AR,TL-D4B51391,CC-TWR-288503,AT&T,2025-01-01,2025-01,3475.03,3475.03,Received,4210-001,CC-WEST,REQ-412347,Active,,
BILL-917051,SAP ECC 6.0,AR,TL-69FE8377,CC-TWR-990649,AT&T,2024-11-01,2024-11,4628.09,4628.09,Pending,4210-001,CC-SOUTHEAST,PO-411110,Active,,
PO-INV-672411,Oracle Cloud ERP,AR,TL-BDF683CD,CC-TWR-302127,US Cellular,2024-07-01,2024-07,2660.29,2660.29,Received,4210-050,CC-SOUTHEAST,PO-442919,Amendment Pending,,
INV-556363,Workday Financials,AR,TL-74D2420A,CC-TWR-622987,US Cellular,2024-08-01,2024-08,3374.03,3374.03,Received,4210-100,CC-SOUTHEAST,PO-500067,Active,,
PO-INV-101033,Workday Financials,AR,TL-4162DC28,CC-TWR-824042,AT&T,2024-06-01,2024-06,5635.48,5635.48,Applied,4210-001,CC-SOUTHWEST,PR-713981,Active,,
SI-218369,SAP S/4HANA,AR,TL-EA8B5A7F,CC-TWR-883132,Verizon,2024-04-01,2024-04,2479.38,2631.14,Received,4210-050,CC-NORTHEAST,REQ-753829,Pending Renewal,missed_escalation,
PO-INV-787885,Workday Financials,AP,GL-263BEAD9,CC-TWR-205065,Federal Agency,2025-02-01,2025-02,1880.04,1880.04,Paid,6110-002,CC-SOUTHEAST,PO-481712,Pending Renewal,,
AP-INV-771151,Oracle EBS R12,AR,TL-BC883326,CC-TWR-750810,T-Mobile,2025-01-01,2025-01,3192.41,3192.41,Pending,4210-001,CC-SOUTHEAST,PO-536959,Amendment Pending,,
PO-INV-899810,Oracle Cloud ERP,AR,TL-510D1E37,CC-TWR-954441,T-Mobile,2024-10-01,2024-10,4155.63,4155.63,Received,4210-050,CC-SOUTHEAST,PR-477804,Pending Renewal,,
INV-355795,SAP ECC 6.0,AR,TL-817CABCB,CC-TWR-294969,Verizon,2024-10-01,2024-10,5196.28,5196.28,Applied,4210-050,CC-SOUTHWEST,PO-881527,Active,,
PO-INV-332505,SAP ECC 6.0,AR,TL-A8D22B05,CC-TWR-324993,AT&T,2024-04-01,2024-04,4577.0,4577.0,Received,4210-001,CC-NORTHEAST,PR-402553,Pending Renewal,,
BILL-755913,Oracle EBS R12,AR,TL-07D9AB07,CC-TWR-414546,AT&T,2024-05-01,2024-05,2085.6,2085.6,Received,4210-001,CC-NORTHEAST,PR-643833,Active,,
AP-INV-940331,Oracle Cloud ERP,AP,GL-1BC8ACF9,CC-TWR-830302,Tribal Authority,2024-10-01,2024-10,5660.05,5495.19,Pending,6110-001,CC-WEST,PO-710072,Active,over_escalation,
PO-INV-688692,Workday Financials,AR,TL-C1666943,CC-TWR-618934,T-Mobile,2025-01-01,2025-01,4771.51,4771.51,Received,4210-001,CC-MIDWEST,REQ-677503,Active,,
SI-500052,Oracle EBS R12,AR,TL-F5697F46,CC-TWR-898169,Verizon,2024-06-01,2024-06,5044.55,5676.35,Pending,4210-100,CC-SOUTHWEST,PO-994923,Active,missed_escalation,
INV-702930,SAP S/4HANA,AR,TL-4943229E,CC-TWR-823846,US Cellular,2025-02-01,2025-02,2331.38,2331.38,Pending,4210-100,CC-SOUTHWEST,REQ-915097,Active,duplicate,
INV-714506,SAP S/4HANA,AP,GL-3A46BDE7,CC-TWR-667776,Agricultural Land Trust,2025-02-01,2025-02,3604.49,3604.49,Cleared,6110-001,CC-MIDWEST,PO-533818,Active,,
INV-404046,SAP S/4HANA,AR,TL-0F1C7715,CC-TWR-443254,DISH Wireless,2024-08-01,2024-08,3084.84,3084.84,Disputed,4210-050,CC-SOUTHWEST,PR-917918,Suspended,billing_suspended,
INV-859088,SAP ECC 6.0,AR,TL-00C17C4E,CC-TWR-151328,T-Mobile,2024-12-01,2024-12,2736.8,2736.8,Pending,4210-001,CC-WEST,PO-576803,Active,,
SI-719379,Oracle Cloud ERP,AR,TL-5994BDC6,CC-TWR-665579,Verizon,2025-03-01,2025-03,2470.48,2470.48,Applied,4210-001,CC-NORTHEAST,REQ-766365,Active,,
SI-908963,Workday Financials,AR,TL-2019A426,CC-TWR-596171,AT&T,2024-11-01,2024-11,4288.75,4288.75,Received,4210-050,CC-MIDWEST,PO-690980,Active,,
PO-INV-454066,Oracle EBS R12,AP,GL-75ED64DD,CC-TWR-373791,School District,2025-01-01,2025-01,9824.09,9824.09,Paid,6110-100,CC-MIDWEST,PO-732836,Active,,
AP-INV-216601,SAP S/4HANA,AR,TL-D3969A98,CC-TWR-193035,T-Mobile,2025-01-01,2025-01,4105.34,4105.34,Cleared,4210-100,CC-SOUTHEAST,PR-807415,Active,duplicate,System-generated duplicate
SI-827966,SAP S/4HANA,AR,TL-A01D4541,CC-TWR-359168,T-Mobile,2024-09-01,2024-09,2377.94,2377.94,Cleared,4210-050,CC-NORTHEAST,PO-730422,Active,,
SI-689394,SAP ECC 6.0,AR,TL-7010DE06,CC-TWR-583100,AT&T,2024-08-01,2024-08,4034.79,3730.44,Received,4210-001,CC-SOUTHEAST,PO-654399,Active,amount_mismatch,
BILL-419458,Workday Financials,AR,TL-B9D5DFF7,CC-TWR-185569,T-Mobile,2025-01-01,2025-01,4634.03,4634.03,Received,4210-100,CC-SOUTHEAST,REQ-763330,Active,,
AP-INV-482788,SAP ECC 6.0,AR,TL-980155FE,CC-TWR-964226,T-Mobile,2024-08-01,2024-08,2368.88,2368.88,Pending,4210-100,CC-SOUTHEAST,PO-796717,Active,,
SI-251512,SAP S/4HANA,AR,TL-D2C988E1,CC-TWR-453487,DISH Wireless,2024-07-01,2024-07,1703.63,1703.63,Past Due,4210-001,CC-MIDWEST,PO-539321,Suspended,billing_suspended,
BILL-102195,Oracle Cloud ERP,AR,TL-E5CCCE30,CC-TWR-162804,DISH Wireless,2024-10-01,2024-10,2514.84,2514.84,In Collections,4210-050,CC-MIDWEST,PO-839784,Suspended,,
INV-273137,SAP ECC 6.0,AP,GL-EF7938FF,CC-TWR-965938,Agricultural Land Trust,2024-07-01,2024-07,1439.68,1538.81,Paid,6110-002,CC-NORTHEAST,REQ-749298,Active,amount_mismatch,
PO-INV-272438,Oracle Cloud ERP,AR,TL-F795D630,CC-TWR-117711,T-Mobile,2024-04-01,2024-04,6759.63,6115.16,Pending,4210-100,CC-SOUTHEAST,PR-950976,Active,amount_mismatch,
SI-987001,SAP S/4HANA,AR,TL-F92907D6,CC-TWR-345386,AT&T,2024-04-01,2024-04,6314.57,6314.57,Cleared,4210-050,CC-SOUTHEAST,PR-829475,Active,,
AP-INV-808333,Oracle EBS R12,AP,GL-1EEA2C05,CC-TWR-448354,Commercial Property Owner,2024-05-01,2024-05,4296.1,4296.1,Cleared,6110-002,CC-NORTHEAST,REQ-717001,Under Renegotiation,,
SI-338483,SAP ECC 6.0,AR,TL-C3EBE52C,CC-TWR-105919,Verizon,2024-08-01,2024-08,5456.53,5456.53,Received,4210-100,CC-SOUTHEAST,REQ-426834,Active,,
PO-INV-852418,Oracle EBS R12,AP,GL-A2FB4EA7,CC-TWR-685549,Agricultural Land Trust,2025-02-01,2025-02,4294.48,4294.48,Paid,6110-001,CC-MIDWEST,PR-654857,Pending Renewal,,
AP-INV-708492,Oracle Cloud ERP,AP,GL-6B56C6A0,CC-TWR-961957,Municipality,2024-11-01,2024-11,3576.32,3576.32,Pending,6110-002,CC-SOUTHWEST,PR-790428,Active,tower_id_typo,
SI-161447,SAP S/4HANA,AR,TL-76D44540,CC-TWR-372315,Verizon,2025-03-01,2025-03,4455.06,5184.92,Pending,4210-050,CC-SOUTHEAST,REQ-631071,Active,missed_escalation,
BILL-926762,SAP ECC 6.0,AR,TL-A42F0172,CC-TWR-156213,AT&T,2024-09-01,2024-09,3708.49,3708.49,Cleared,4210-050,CC-SOUTHEAST,PO-736419,Active,,
SI-170018,SAP S/4HANA,AP,GL-F44C9A3F,CC-TWR-423232,School District,2025-01-01,2025-01,1842.26,1842.26,Paid,6110-001,CC-MIDWEST,PR-630245,Active,,
BILL-659450,SAP S/4HANA,AR,TL-94342D1E,CC-TWR-681456,Verizon,2024-09-01,2024-09,3418.14,3418.14,Received,4210-001,CC-SOUTHEAST,REQ-871334,Amendment Pending,,
SI-141695,SAP S/4HANA,AR,TL-0F1605CD,CC-TWR-990598,Verizon,2024-08-01,2024-08,2890.38,2890.38,Pending,4210-001,CC-SOUTHEAST,PR-434407,Terminated,,
AP-INV-666592,SAP S/4HANA,AR,TL-0F1C7715,CC-TWR-443254,DISH Wireless,2024-04-01,2024-04,3084.84,3084.84,Past Due,4210-050,CC-SOUTHWEST,PR-645439,Suspended,billing_suspended,
INV-543831,Oracle Cloud ERP,AR,TL-845B821C,CC-TWR-717661,T-Mobile,2024-07-01,2024-07,2592.59,2592.59,Applied,4210-100,CC-SOUTHEAST,REQ-811873,Active,,
BILL-445748,SAP ECC 6.0,AP,GL-41D6F253,CC-TWR-857168,Federal Agency,2025-01-01,2025-01,2071.53,2033.73,Paid,6110-100,CC-NORTHEAST,REQ-400059,Active,amount_mismatch,
BILL-542456,Oracle EBS R12,AR,TL-C70594F2,CC-TWR-750810,US Cellular,2024-07-01,2024-07,2360.41,3636.01,Applied,4210-100,CC-SOUTHEAST,PR-525614,Active,missed_escalation,
INV-576655,Oracle EBS R12,AR,TL-FDBE4A44,CC-TWR-143195,Verizon,2024-04-01,2024-04,6294.71,6294.71,Pending,4210-050,CC-SOUTHEAST,PR-536600,Terminated,,
BILL-413111,Oracle EBS R12,AR,TL-4F146853,CC-TWR-611945,AT&T,2024-11-01,2024-11,3604.13,3604.13,Received,4210-100,CC-MIDWEST,REQ-467972,Active,,
INV-376921,SAP S/4HANA,AR,TL-9BE3D84D,CC-TWR-336650,T-Mobile,2025-02-01,2025-02,4926.24,4926.24,Pending,4210-050,CC-SOUTHEAST,REQ-699505,Active,,
AP-INV-844271,Oracle Cloud ERP,AR,TL-FAF05EF6,CC-TWR-558339,T-Mobile,2024-05-01,2024-05,3588.91,3588.91,Received,4210-001,CC-MIDWEST,PR-958474,Pending Renewal,,
SI-315848,Oracle EBS R12,AP,GL-D5F614E7,CC-TWR-892170,Private Individual,2025-03-01,2025-03,3324.72,3435.25,Cleared,6110-001,CC-WEST,PR-635397,Under Renegotiation,amount_mismatch,
AP-INV-678273,Oracle Cloud ERP,AP,GL-7008CADB,CC-TWR-866288,Commercial Property Owner,2024-12-01,2024-12,3965.29,3965.29,Paid,6110-002,CC-WEST,REQ-795658,Active,,
SI-793557,SAP S/4HANA,AR,TL-399376D2,CC-TWR-595036,US Cellular,2024-10-01,2024-10,3220.69,3220.69,Cleared,4210-050,CC-MIDWEST,PR-714716,Active,,
AP-INV-334618,Oracle EBS R12,AR,TL-71190EA8,CC-TWR-493663,T-Mobile,2024-10-01,2024-10,3671.68,3671.68,Received,4210-001,CC-SOUTHEAST,PO-896176,Pending Renewal,duplicate,
BILL-486847,Oracle Cloud ERP,AR,TL-9174A50E,CC-TWR-665610,DISH Wireless,2024-12-01,2024-12,4177.56,4177.56,In Collections,4210-100,CC-SOUTHWEST,PR-453114,Suspended,billing_suspended,
BILL-466832,SAP S/4HANA,AR,TL-48C0F7D2,CC-TWR-495533,C Spire,2024-11-01,2024-11,1489.57,1489.57,Applied,6110-001,CC-WEST,PO-614512,Active,wrong_gl,
INV-531666,SAP S/4HANA,AP,GL-E6D1BD8F,CC-TWR-174852,Private Individual,2025-02-01,2025-02,11461.1,11461.1,Paid,6110-001,CC-WEST,REQ-830318,Active,,
PO-INV-563778,SAP ECC 6.0,AP,GL-9432EC6A,CC-TWR-628313,Agricultural Land Trust,2024-08-01,2024-08,1923.21,1923.21,Pending,6110-100,CC-SOUTHEAST,REQ-660450,Pending Renewal,duplicate,
PO-INV-192189,Workday Financials,AR,TL-05198465,CC-TWR-306854,Verizon,2024-10-01,2024-10,3548.13,3548.13,Cleared,4210-100,CC-SOUTHWEST,PR-752815,Active,,
SI-105669,Oracle Cloud ERP,AP,GL-35B5A2A5,CC-TWR-643323,Tribal Authority,2024-08-01,2024-08,2380.01,2380.01,Paid,6110-100,CC-SOUTHWEST,REQ-747091,Active,,
INV-492721,SAP ECC 6.0,AR,TL-9CF8AA7A,CC-TWR-561477,US Cellular,2025-02-01,2025-02,1584.69,1541.29,Applied,4210-050,CC-NORTHEAST,PR-591421,Active,amount_mismatch,
PO-INV-451003,SAP ECC 6.0,AP,GL-EF7938FF,CC-TWR-965938,Agricultural Land Trust,2025-02-01,2025-02,1497.44,1538.81,Paid,6110-002,CC-NORTHEAST,PR-697094,Active,amount_mismatch,
INV-945450,Oracle Cloud ERP,AR,TL-F74E341E,CC-TWR-278852,T-Mobile,2024-09-01,2024-09,3464.58,3464.58,Received,4210-100,CC-NORTHEAST,PO-693671,Active,,
INV-916158,Oracle EBS R12,AP,GL-80019642,CC-TWR-802448,Private Individual,2025-01-01,2025-01,2077.76,2077.76,Paid,6110-001,CC-MIDWEST,PO-583182,Active,,
AP-INV-700256,Oracle EBS R12,AP,GL-78EDA9A4,CC-TWR-946561,Federal Agency,2024-08-01,2024-08,1635.07,1635.07,Pending,6110-002,CC-WEST,PR-733699,Active,,
BILL-369552,SAP ECC 6.0,AP,GL-B39CC626,CC-TWR-766275,County Government,2024-06-01,2024-06,1175.2,1175.2,Paid,6110-100,CC-SOUTHEAST,PO-899518,Active,,
SI-622447,SAP S/4HANA,AP,GL-02DE1FE5,CC-TWR-649300,Federal Agency,2025-01-01,2025-01,4612.05,4612.05,Paid,6110-001,CC-SOUTHEAST,REQ-405940,Pending Termination,billing_terminated,
BILL-237652,Workday Financials,AR,TL-E284879C,CC-TWR-907788,AT&T,2024-09-01,2024-09,4638.74,4638.74,Received,4210-050,CC-MIDWEST,REQ-467284,Active,,
