access_id,tower_id,access_date,carrier,contractor,purpose,duration_hours,has_matching_mod_application,discrepancy_type,notes
ACC-823846-20240808-4,CC-TWR-823846,2024-08-08,US Cellular,Unknown,Decommission,4.9,False,none,
ACC-644719-20240824-1,CC-TWR-644719,2024-08-24,Verizon,Nokia Deployment,Routine Maintenance,1.3,False,none,
ACC-644719-20240805-2,CC-TWR-644719,2024-08-05,Verizon,MasTec,Equipment Install,8.7,False,none,
ACC-644719-20240726-3,CC-TWR-644719,2024-07-26,Verizon,MasTec,Generator Service,6.1,False,none,
ACC-644719-20241014-4,CC-TWR-644719,2024-10-14,Verizon,CommScope Install,Inspection,1.1,False,none,
ACC-644719-20240727-5,CC-TWR-644719,2024-07-27,Verizon,Vertical Bridge Services,Generator Service,6.4,False,none,
ACC-644719-20240708-6,CC-TWR-644719,2024-07-08,Verizon,Unknown,Emergency Repair,2.4,False,none,
ACC-644719-20240713-7,CC-TWR-644719,2024-07-13,Verizon,Summit Field Ops,Decommission,2.6,False,none,
ACC-397809-20240613-1,CC-TWR-397809,2024-06-13,Verizon,Unknown,Unknown,8.6,False,unauthorized_access,"Unidentified access — no work order, contractor, or appointment found"
ACC-397809-20240619-2,CC-TWR-397809,2024-06-19,Verizon,CommScope Install,Antenna Swap,7.2,False,none,
ACC-397809-20240710-3,CC-TWR-397809,2024-07-10,Verizon,CommScope Install,Equipment Install,5.3,False,none,
ACC-397809-20240616-4,CC-TWR-397809,2024-06-16,Verizon,SAI Group,Routine Maintenance,10.6,False,none,
ACC-397809-20250129-5,CC-TWR-397809,2025-01-29,Verizon,CommScope Install,Decommission,2.6,False,none,
ACC-397809-20241121-6,CC-TWR-397809,2024-11-21,Verizon,MasTec,Routine Maintenance,4.0,False,none,
ACC-397809-20240819-7,CC-TWR-397809,2024-08-19,Verizon,SAI Group,Equipment Install,10.7,True,none,
ACC-397809-20241214-8,CC-TWR-397809,2024-12-14,Verizon,Summit Field Ops,Equipment Install,1.4,False,none,
ACC-478356-20240802-1,CC-TWR-478356,2024-08-02,Verizon,Unknown,Routine Maintenance,10.5,False,none,
ACC-478356-20240624-2,CC-TWR-478356,2024-06-24,Verizon,Summit Field Ops,Equipment Install,10.4,False,none,
ACC-478356-20250122-3,CC-TWR-478356,2025-01-22,T-Mobile,CommScope Install,Decommission,8.4,False,none,
ACC-478356-20241031-4,CC-TWR-478356,2024-10-31,T-Mobile,Ericsson Services,Antenna Swap,10.7,False,none,
ACC-478356-20241021-5,CC-TWR-478356,2024-10-21,Verizon,CommScope Install,Equipment Install,7.6,False,none,
ACC-478356-20240810-6,CC-TWR-478356,2024-08-10,Verizon,Nokia Deployment,Inspection,4.4,False,none,
ACC-478356-20241107-7,CC-TWR-478356,2024-11-07,Verizon,Unknown,Unknown,5.7,False,unauthorized_access,"Unidentified access — no work order, contractor, or appointment found"
ACC-478356-20240804-8,CC-TWR-478356,2024-08-04,T-Mobile,Ericsson Services,Equipment Install,7.8,False,none,
ACC-915573-20240608-1,CC-TWR-915573,2024-06-08,AT&T,CommScope Install,Antenna Swap,7.0,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-915573-20241213-2,CC-TWR-915573,2024-12-13,T-Mobile,SAI Group,Antenna Swap,3.6,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-915573-20240611-3,CC-TWR-915573,2024-06-11,T-Mobile,MasTec,Generator Service,9.2,False,none,
ACC-915573-20240807-4,CC-TWR-915573,2024-08-07,T-Mobile,Summit Field Ops,Routine Maintenance,4.6,False,none,
ACC-915573-20240621-5,CC-TWR-915573,2024-06-21,T-Mobile,Ericsson Services,Inspection,7.8,False,none,
ACC-915573-20240608-6,CC-TWR-915573,2024-06-08,T-Mobile,Unknown,Generator Service,2.3,False,none,
ACC-915573-20241216-7,CC-TWR-915573,2024-12-16,AT&T,Nokia Deployment,Emergency Repair,10.5,False,none,
ACC-211486-20241213-1,CC-TWR-211486,2024-12-13,T-Mobile,MasTec,Emergency Repair,1.9,False,none,
ACC-211486-20241014-2,CC-TWR-211486,2024-10-14,T-Mobile,MasTec,Antenna Swap,1.5,True,none,
ACC-211486-20240811-3,CC-TWR-211486,2024-08-11,T-Mobile,CommScope Install,Generator Service,6.1,False,none,
ACC-211486-20240814-4,CC-TWR-211486,2024-08-14,T-Mobile,Ericsson Services,Generator Service,5.2,False,none,
ACC-312616-20241121-1,CC-TWR-312616,2024-11-21,DISH Wireless,Vertical Bridge Services,Generator Service,2.5,False,none,
ACC-312616-20250106-2,CC-TWR-312616,2025-01-06,DISH Wireless,Summit Field Ops,Inspection,11.0,False,none,
ACC-312616-20250112-3,CC-TWR-312616,2025-01-12,DISH Wireless,Black & Veatch,Routine Maintenance,2.5,False,none,
ACC-312616-20241004-4,CC-TWR-312616,2024-10-04,DISH Wireless,CommScope Install,Emergency Repair,8.3,False,none,
ACC-985893-20241014-1,CC-TWR-985893,2024-10-14,Verizon,Vertical Bridge Services,Decommission,2.1,False,none,
ACC-985893-20241111-2,CC-TWR-985893,2024-11-11,Verizon,Unknown,Emergency Repair,11.4,False,none,
ACC-985893-20241116-3,CC-TWR-985893,2024-11-16,Verizon,Unknown,Equipment Install,8.7,False,none,
ACC-985893-20240716-4,CC-TWR-985893,2024-07-16,Verizon,Vertical Bridge Services,Emergency Repair,3.4,False,none,
ACC-985893-20241122-5,CC-TWR-985893,2024-11-22,Verizon,Ericsson Services,Equipment Install,3.0,False,none,
ACC-726111-20240608-1,CC-TWR-726111,2024-06-08,T-Mobile,Unknown,Unknown,9.7,False,unauthorized_access,"Unidentified access — no work order, contractor, or appointment found"
ACC-726111-20250225-2,CC-TWR-726111,2025-02-25,T-Mobile,MasTec,Inspection,11.7,False,none,
ACC-726111-20241009-3,CC-TWR-726111,2024-10-09,T-Mobile,CommScope Install,Decommission,2.2,False,none,
ACC-726111-20250113-4,CC-TWR-726111,2025-01-13,T-Mobile,Unknown,Inspection,2.1,False,none,
ACC-726111-20250222-5,CC-TWR-726111,2025-02-22,T-Mobile,SAI Group,Antenna Swap,10.1,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-726111-20250225-6,CC-TWR-726111,2025-02-25,T-Mobile,Summit Field Ops,Inspection,1.4,False,none,
ACC-934042-20250128-1,CC-TWR-934042,2025-01-28,AT&T,CommScope Install,Decommission,6.6,False,none,
ACC-934042-20250122-2,CC-TWR-934042,2025-01-22,T-Mobile,Unknown,Generator Service,10.1,False,none,
ACC-934042-20240714-3,CC-TWR-934042,2024-07-14,T-Mobile,Ericsson Services,Emergency Repair,7.5,False,none,
ACC-766275-20240605-1,CC-TWR-766275,2024-06-05,AT&T,Vertical Bridge Services,Decommission,7.2,False,none,
ACC-766275-20240630-2,CC-TWR-766275,2024-06-30,AT&T,Black & Veatch,Antenna Swap,1.8,False,none,
ACC-766275-20240626-3,CC-TWR-766275,2024-06-26,AT&T,Summit Field Ops,Generator Service,7.6,False,none,
ACC-766275-20240709-4,CC-TWR-766275,2024-07-09,AT&T,Black & Veatch,Antenna Swap,8.2,False,none,
ACC-766275-20250202-5,CC-TWR-766275,2025-02-02,AT&T,MasTec,Routine Maintenance,6.4,False,none,
ACC-398761-20240809-1,CC-TWR-398761,2024-08-09,AT&T,Black & Veatch,Antenna Swap,6.2,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-398761-20241113-2,CC-TWR-398761,2024-11-13,AT&T,Nokia Deployment,Routine Maintenance,10.6,False,none,
ACC-358207-20241101-1,CC-TWR-358207,2024-11-01,AT&T,SAI Group,Inspection,3.6,False,none,
ACC-358207-20241030-2,CC-TWR-358207,2024-10-30,T-Mobile,Unknown,Inspection,7.1,False,none,
ACC-358207-20250222-3,CC-TWR-358207,2025-02-22,T-Mobile,MasTec,Emergency Repair,5.6,False,none,
ACC-358207-20241127-4,CC-TWR-358207,2024-11-27,AT&T,Summit Field Ops,Emergency Repair,6.8,False,none,
ACC-358207-20240809-5,CC-TWR-358207,2024-08-09,T-Mobile,Black & Veatch,Emergency Repair,1.0,False,none,
ACC-358207-20250208-6,CC-TWR-358207,2025-02-08,T-Mobile,Nokia Deployment,Generator Service,8.1,False,none,
ACC-358207-20240816-7,CC-TWR-358207,2024-08-16,AT&T,Vertical Bridge Services,Antenna Swap,4.9,False,none,
ACC-990598-20240901-1,CC-TWR-990598,2024-09-01,Verizon,Ericsson Services,Decommission,10.1,True,none,
ACC-990598-20241203-2,CC-TWR-990598,2024-12-03,AT&T,Unknown,Antenna Swap,4.2,False,none,
ACC-990598-20240829-3,CC-TWR-990598,2024-08-29,AT&T,CommScope Install,Emergency Repair,11.5,False,none,
ACC-990598-20241225-4,CC-TWR-990598,2024-12-25,Verizon,SAI Group,Routine Maintenance,8.9,False,none,
ACC-990598-20240829-5,CC-TWR-990598,2024-08-29,AT&T,Ericsson Services,Decommission,3.3,False,none,
ACC-990598-20240927-6,CC-TWR-990598,2024-09-27,AT&T,Unknown,Unknown,3.5,False,unauthorized_access,"Unidentified access — no work order, contractor, or appointment found"
ACC-483041-20240824-1,CC-TWR-483041,2024-08-24,C Spire,SAI Group,Decommission,4.2,False,none,
ACC-483041-20240707-2,CC-TWR-483041,2024-07-07,T-Mobile,Vertical Bridge Services,Equipment Install,8.9,True,none,
ACC-483041-20240925-3,CC-TWR-483041,2024-09-25,C Spire,Unknown,Routine Maintenance,9.2,False,none,
ACC-483041-20241229-4,CC-TWR-483041,2024-12-29,T-Mobile,Nokia Deployment,Emergency Repair,2.3,False,none,
ACC-483041-20241024-5,CC-TWR-483041,2024-10-24,T-Mobile,CommScope Install,Routine Maintenance,5.6,False,none,
ACC-483041-20240604-6,CC-TWR-483041,2024-06-04,C Spire,Nokia Deployment,Inspection,10.3,False,none,
ACC-156213-20240909-1,CC-TWR-156213,2024-09-09,AT&T,Summit Field Ops,Inspection,6.7,False,none,
ACC-156213-20241218-2,CC-TWR-156213,2024-12-18,T-Mobile,CommScope Install,Inspection,10.0,False,none,
ACC-727354-20240704-1,CC-TWR-727354,2024-07-04,Verizon,Ericsson Services,Generator Service,3.3,False,none,
ACC-727354-20240815-2,CC-TWR-727354,2024-08-15,Verizon,SAI Group,Antenna Swap,4.4,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-727354-20240713-3,CC-TWR-727354,2024-07-13,Verizon,Nokia Deployment,Generator Service,10.1,False,none,
ACC-727354-20250215-4,CC-TWR-727354,2025-02-15,Verizon,Black & Veatch,Inspection,11.3,False,none,
ACC-727354-20240823-5,CC-TWR-727354,2024-08-23,Verizon,Nokia Deployment,Emergency Repair,2.9,False,none,
ACC-727354-20240815-6,CC-TWR-727354,2024-08-15,Verizon,MasTec,Decommission,6.3,False,none,
ACC-575435-20240730-1,CC-TWR-575435,2024-07-30,AT&T,CommScope Install,Routine Maintenance,4.8,False,none,
ACC-575435-20250203-2,CC-TWR-575435,2025-02-03,AT&T,MasTec,Inspection,7.3,False,none,
ACC-575435-20240904-3,CC-TWR-575435,2024-09-04,AT&T,Unknown,Equipment Install,4.3,False,none,
ACC-575435-20250108-4,CC-TWR-575435,2025-01-08,AT&T,Summit Field Ops,Antenna Swap,7.2,False,none,
ACC-575435-20241116-5,CC-TWR-575435,2024-11-16,AT&T,CommScope Install,Equipment Install,4.3,False,none,
ACC-575435-20241201-6,CC-TWR-575435,2024-12-01,AT&T,CommScope Install,Generator Service,4.1,False,none,
ACC-575435-20241010-7,CC-TWR-575435,2024-10-10,AT&T,Summit Field Ops,Inspection,7.4,False,none,
ACC-575435-20241110-8,CC-TWR-575435,2024-11-10,AT&T,Unknown,Decommission,6.6,False,none,
ACC-930117-20240604-1,CC-TWR-930117,2024-06-04,T-Mobile,Unknown,Generator Service,5.4,False,none,
ACC-930117-20241207-2,CC-TWR-930117,2024-12-07,T-Mobile,MasTec,Antenna Swap,4.8,False,none,
ACC-637179-20240602-1,CC-TWR-637179,2024-06-02,Verizon,SAI Group,Antenna Swap,4.9,False,none,
ACC-637179-20250224-2,CC-TWR-637179,2025-02-24,Verizon,Nokia Deployment,Emergency Repair,9.5,False,none,
ACC-637179-20240719-3,CC-TWR-637179,2024-07-19,Verizon,Vertical Bridge Services,Generator Service,7.1,False,none,
ACC-637179-20240712-4,CC-TWR-637179,2024-07-12,Verizon,Ericsson Services,Generator Service,4.9,False,none,
ACC-637179-20241217-5,CC-TWR-637179,2024-12-17,Verizon,Unknown,Routine Maintenance,4.9,False,none,
ACC-922157-20240709-1,CC-TWR-922157,2024-07-09,C Spire,Vertical Bridge Services,Inspection,11.9,False,none,
ACC-922157-20241115-2,CC-TWR-922157,2024-11-15,T-Mobile,Unknown,Unknown,7.8,False,unauthorized_access,"Unidentified access — no work order, contractor, or appointment found"
ACC-922157-20241107-3,CC-TWR-922157,2024-11-07,T-Mobile,Black & Veatch,Generator Service,8.8,False,none,
ACC-502491-20241201-1,CC-TWR-502491,2024-12-01,T-Mobile,MasTec,Antenna Swap,4.4,False,none,
ACC-502491-20241028-2,CC-TWR-502491,2024-10-28,T-Mobile,MasTec,Emergency Repair,1.4,False,none,
ACC-502491-20240710-3,CC-TWR-502491,2024-07-10,Verizon,SAI Group,Emergency Repair,6.3,False,none,
ACC-502491-20240721-4,CC-TWR-502491,2024-07-21,Verizon,Unknown,Unknown,2.5,False,unauthorized_access,"Unidentified access — no work order, contractor, or appointment found"
ACC-502491-20240905-5,CC-TWR-502491,2024-09-05,Verizon,Black & Veatch,Routine Maintenance,5.1,False,none,
ACC-502491-20241127-6,CC-TWR-502491,2024-11-27,Verizon,SAI Group,Antenna Swap,7.2,False,none,
ACC-502491-20241107-7,CC-TWR-502491,2024-11-07,Verizon,Summit Field Ops,Emergency Repair,9.1,True,none,
ACC-502491-20240614-8,CC-TWR-502491,2024-06-14,Verizon,Summit Field Ops,Emergency Repair,8.5,False,none,
ACC-626560-20240809-1,CC-TWR-626560,2024-08-09,US Cellular,SAI Group,Equipment Install,5.0,False,none,
ACC-626560-20241201-2,CC-TWR-626560,2024-12-01,US Cellular,MasTec,Routine Maintenance,9.6,False,none,
ACC-626560-20241213-3,CC-TWR-626560,2024-12-13,US Cellular,MasTec,Inspection,6.0,False,none,
ACC-626560-20240922-4,CC-TWR-626560,2024-09-22,US Cellular,Nokia Deployment,Equipment Install,9.8,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-626560-20241203-5,CC-TWR-626560,2024-12-03,US Cellular,Ericsson Services,Inspection,3.9,False,none,
ACC-626560-20240802-6,CC-TWR-626560,2024-08-02,US Cellular,MasTec,Routine Maintenance,4.9,False,none,
ACC-626560-20240706-7,CC-TWR-626560,2024-07-06,US Cellular,MasTec,Equipment Install,5.7,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-626560-20240723-8,CC-TWR-626560,2024-07-23,US Cellular,Unknown,Generator Service,9.7,False,none,
ACC-950823-20240724-1,CC-TWR-950823,2024-07-24,Verizon,Vertical Bridge Services,Decommission,11.4,False,none,
ACC-950823-20240912-2,CC-TWR-950823,2024-09-12,Verizon,SAI Group,Inspection,7.7,False,none,
ACC-237962-20240608-1,CC-TWR-237962,2024-06-08,T-Mobile,Vertical Bridge Services,Equipment Install,11.4,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-237962-20241014-2,CC-TWR-237962,2024-10-14,T-Mobile,Unknown,Inspection,3.6,False,none,
ACC-237962-20241121-3,CC-TWR-237962,2024-11-21,Verizon,Unknown,Emergency Repair,6.7,False,none,
ACC-237962-20240830-4,CC-TWR-237962,2024-08-30,T-Mobile,SAI Group,Decommission,4.9,False,none,
ACC-237962-20250209-5,CC-TWR-237962,2025-02-09,AT&T,Unknown,Decommission,3.5,False,none,
ACC-694916-20240722-1,CC-TWR-694916,2024-07-22,T-Mobile,Vertical Bridge Services,Routine Maintenance,11.3,False,none,
ACC-694916-20240904-2,CC-TWR-694916,2024-09-04,T-Mobile,CommScope Install,Emergency Repair,9.9,False,none,
ACC-694916-20240816-3,CC-TWR-694916,2024-08-16,T-Mobile,Summit Field Ops,Decommission,8.2,False,none,
ACC-694916-20240714-4,CC-TWR-694916,2024-07-14,AT&T,Unknown,Generator Service,4.4,False,none,
ACC-936433-20241031-1,CC-TWR-936433,2024-10-31,Verizon,Nokia Deployment,Antenna Swap,10.2,False,none,
ACC-936433-20240728-2,CC-TWR-936433,2024-07-28,Verizon,Vertical Bridge Services,Equipment Install,4.1,False,none,
ACC-936433-20240624-3,CC-TWR-936433,2024-06-24,Verizon,MasTec,Routine Maintenance,9.4,False,none,
ACC-936433-20250124-4,CC-TWR-936433,2025-01-24,Verizon,Unknown,Unknown,11.0,False,unauthorized_access,"Unidentified access — no work order, contractor, or appointment found"
ACC-711046-20241206-1,CC-TWR-711046,2024-12-06,Verizon,MasTec,Routine Maintenance,9.6,False,none,
ACC-711046-20240630-2,CC-TWR-711046,2024-06-30,T-Mobile,MasTec,Antenna Swap,4.4,False,no_approved_mod,Site access for equipment work but no approved modification application on file
ACC-711046-20241222-3,CC-TWR-711046,2024-12-22,Verizon,Black & Veatch,Equipment Install,5.6,False,none,
ACC-711046-20241025-4,CC-TWR-711046,2024-10-25,T-Mobile,CommScope Install,Inspection,10.6,False,none,
ACC-711046-20240621-5,CC-TWR-711046,2024-06-21,T-Mobile,SAI Group,Routine Maintenance,6.0,False,none,
ACC-711046-20241119-6,CC-TWR-711046,2024-11-19,T-Mobile,Vertical Bridge Services,Generator Service,4.4,False,none,
ACC-291961-20250124-1,CC-TWR-291961,2025-01-24,AT&T,Ericsson Services,Routine Maintenance,8.7,False,none,
ACC-291961-20240727-2,CC-TWR-291961,2024-07-27,T-Mobile,MasTec,Inspection,8.7,False,none,
ACC-291961-20240926-3,CC-TWR-291961,2024-09-26,AT&T,MasTec,Routine Maintenance,2.8,False,none,
ACC-291961-20241215-4,CC-TWR-291961,2024-12-15,AT&T,CommScope Install,Decommission,4.1,False,none,
ACC-291961-20241009-5,CC-TWR-291961,2024-10-09,Verizon,Vertical Bridge Services,Antenna Swap,8.6,False,none,
ACC-946561-20250129-1,CC-TWR-946561,2025-01-29,Verizon,CommScope Install,Antenna Swap,7.9,False,none,
ACC-946561-20240929-2,CC-TWR-946561,2024-09-29,Verizon,Ericsson Services,Routine Maintenance,9.0,False,none,
ACC-946561-20240723-3,CC-TWR-946561,2024-07-23,AT&T,MasTec,Inspection,11.7,False,none,
ACC-946561-20241004-4,CC-TWR-946561,2024-10-04,AT&T,Unknown,Emergency Repair,8.5,False,none,
ACC-946561-20250117-5,CC-TWR-946561,2025-01-17,Verizon,Summit Field Ops,Inspection,10.3,False,none,
ACC-313701-20241113-1,CC-TWR-313701,2024-11-13,DISH Wireless,Summit Field Ops,Equipment Install,7.9,False,none,
ACC-313701-20241022-2,CC-TWR-313701,2024-10-22,DISH Wireless,Black & Veatch,Inspection,11.3,False,none,
ACC-902784-20250206-1,CC-TWR-902784,2025-02-06,AT&T,Ericsson Services,Antenna Swap,7.3,False,none,
ACC-902784-20241013-2,CC-TWR-902784,2024-10-13,Verizon,Ericsson Services,Antenna Swap,10.4,False,none,
ACC-426711-20240706-1,CC-TWR-426711,2024-07-06,C Spire,Summit Field Ops,Emergency Repair,1.0,False,none,
ACC-426711-20240928-2,CC-TWR-426711,2024-09-28,C Spire,SAI Group,Routine Maintenance,10.4,False,none,
ACC-426711-20241001-3,CC-TWR-426711,2024-10-01,C Spire,Summit Field Ops,Routine Maintenance,3.0,False,none,
ACC-426711-20240817-4,CC-TWR-426711,2024-08-17,C Spire,SAI Group,Emergency Repair,3.0,False,none,
ACC-660081-20241018-1,CC-TWR-660081,2024-10-18,Verizon,CommScope Install,Decommission,4.7,False,none,
ACC-660081-20241116-2,CC-TWR-660081,2024-11-16,Verizon,Black & Veatch,Decommission,2.7,False,none,
ACC-660081-20250215-3,CC-TWR-660081,2025-02-15,Verizon,Black & Veatch,Routine Maintenance,4.0,False,none,
ACC-660081-20240612-4,CC-TWR-660081,2024-06-12,Verizon,MasTec,Inspection,8.9,False,none,
ACC-586288-20250123-1,CC-TWR-586288,2025-01-23,T-Mobile,SAI Group,Inspection,6.9,False,none,
ACC-586288-20240606-2,CC-TWR-586288,2024-06-06,T-Mobile,Nokia Deployment,Decommission,2.0,False,none,
ACC-586288-20241030-3,CC-TWR-586288,2024-10-30,T-Mobile,CommScope Install,Emergency Repair,3.1,False,none,
ACC-586288-20241006-4,CC-TWR-586288,2024-10-06,T-Mobile,MasTec,Emergency Repair,11.7,False,none,
ACC-372315-20240804-1,CC-TWR-372315,2024-08-04,T-Mobile,Summit Field Ops,Routine Maintenance,2.4,False,none,
ACC-372315-20240702-2,CC-TWR-372315,2024-07-02,T-Mobile,MasTec,Antenna Swap,2.7,False,none,
ACC-372315-20241211-3,CC-TWR-372315,2024-12-11,T-Mobile,Unknown,Unknown,5.5,False,unauthorized_access,"Unidentified access — no work order, contractor, or appointment found"
ACC-372315-20241205-4,CC-TWR-372315,2024-12-05,Verizon,Vertical Bridge Services,Decommission,9.3,True,none,
ACC-372315-20240806-5,CC-TWR-372315,2024-08-06,Verizon,Unknown,Unknown,9.4,False,unauthorized_access,"Unidentified access — no work order, contractor, or appointment found"
ACC-555589-20250102-1,CC-TWR-555589,2025-01-02,DISH Wireless,Nokia Deployment,Antenna Swap,2.6,False,none,
ACC-555589-20240718-2,CC-TWR-555589,2024-07-18,DISH Wireless,MasTec,Decommission,4.3,False,none,
ACC-555589-20241005-3,CC-TWR-555589,2024-10-05,DISH Wireless,CommScope Install,Emergency Repair,8.3,False,none,
ACC-555589-20241015-4,CC-TWR-555589,2024-10-15,DISH Wireless,MasTec,Inspection,3.5,False,none,
ACC-555589-20240718-5,CC-TWR-555589,2024-07-18,DISH Wireless,CommScope Install,Antenna Swap,3.1,False,none,
ACC-448354-20241022-1,CC-TWR-448354,2024-10-22,AT&T,SAI Group,Decommission,3.3,False,none,
ACC-448354-20240831-2,CC-TWR-448354,2024-08-31,AT&T,SAI Group,Inspection,9.0,False,none,
ACC-448354-20240820-3,CC-TWR-448354,2024-08-20,AT&T,Black & Veatch,Inspection,2.3,False,none,
ACC-448354-20250204-4,CC-TWR-448354,2025-02-04,AT&T,MasTec,Equipment Install,3.2,False,none,
ACC-448354-20240826-5,CC-TWR-448354,2024-08-26,AT&T,Vertical Bridge Services,Inspection,6.1,False,none,
